,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN_FREQ,MATURITY,DAY_CNT_DES,ISSUE_DT,INT_ACC_DT,CPN,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
9/14/2009,0.87818,EH802597,IKZ09,114.91,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.917
Name: 2009-09-14 00:00:00, dtype: float64"
9/15/2009,0.87818,EH802597,IKZ09,114.82,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.912
Name: 2009-09-15 00:00:00, dtype: float64"
9/16/2009,0.87818,EH802597,IKZ09,114.78,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.895
Name: 2009-09-16 00:00:00, dtype: float64"
9/17/2009,0.87818,EH802597,IKZ09,114.63,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.754
Name: 2009-09-17 00:00:00, dtype: float64"
9/18/2009,0.87818,EH802597,IKZ09,114.72,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.787
Name: 2009-09-18 00:00:00, dtype: float64"
9/21/2009,0.87818,EH802597,IKZ09,114.49,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.671
Name: 2009-09-21 00:00:00, dtype: float64"
9/22/2009,0.87818,EH802597,IKZ09,114.41,EH802597 Govt,IKZ09 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,9-Dec,"join_id_bonds
EH802597 Govt    101.582
Name: 2009-09-22 00:00:00, dtype: float64"
8/30/2010,0.885352,EH802597,IKU10,118.45,EH802597 Govt,IKU10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Sep,"join_id_bonds
EH986306 Govt    100.726
Name: 2009-09-23 00:00:00, dtype: float64"
10/4/2010,0.887748,EH802597,IKZ10,117.25,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.288
Name: 2009-09-24 00:00:00, dtype: float64"
10/5/2010,0.887748,EH802597,IKZ10,117.44,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.664
Name: 2009-09-25 00:00:00, dtype: float64"
10/7/2010,0.887748,EH802597,IKZ10,117.71,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.507
Name: 2009-09-28 00:00:00, dtype: float64"
10/11/2010,0.887748,EH802597,IKZ10,118.28,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.678
Name: 2009-09-29 00:00:00, dtype: float64"
10/12/2010,0.887748,EH802597,IKZ10,118.32,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.497
Name: 2009-09-30 00:00:00, dtype: float64"
10/13/2010,0.887748,EH802597,IKZ10,118.06,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.54
Name: 2009-10-01 00:00:00, dtype: float64"
10/15/2010,0.887748,EH802597,IKZ10,118.15,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.993
Name: 2009-10-02 00:00:00, dtype: float64"
10/20/2010,0.887748,EH802597,IKZ10,117.73,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.095
Name: 2009-10-05 00:00:00, dtype: float64"
10/21/2010,0.887748,EH802597,IKZ10,117.3,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.977
Name: 2009-10-06 00:00:00, dtype: float64"
10/22/2010,0.887748,EH802597,IKZ10,117.4,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.298
Name: 2009-10-07 00:00:00, dtype: float64"
10/25/2010,0.887748,EH802597,IKZ10,117.85,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.479
Name: 2009-10-08 00:00:00, dtype: float64"
10/26/2010,0.887748,EH802597,IKZ10,117.58,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.97
Name: 2009-10-09 00:00:00, dtype: float64"
10/27/2010,0.887748,EH802597,IKZ10,116.59,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.05
Name: 2009-10-12 00:00:00, dtype: float64"
10/28/2010,0.887748,EH802597,IKZ10,116.64,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.84
Name: 2009-10-13 00:00:00, dtype: float64"
10/29/2010,0.887748,EH802597,IKZ10,116.58,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.422
Name: 2009-10-14 00:00:00, dtype: float64"
11/1/2010,0.887748,EH802597,IKZ10,116.66,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    100.813
Name: 2009-10-15 00:00:00, dtype: float64"
11/2/2010,0.887748,EH802597,IKZ10,116.43,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.073
Name: 2009-10-16 00:00:00, dtype: float64"
11/3/2010,0.887748,EH802597,IKZ10,116.53,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.173
Name: 2009-10-19 00:00:00, dtype: float64"
11/4/2010,0.887748,EH802597,IKZ10,116.44,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.733
Name: 2009-10-20 00:00:00, dtype: float64"
11/5/2010,0.887748,EH802597,IKZ10,116.4,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.176
Name: 2009-10-21 00:00:00, dtype: float64"
11/8/2010,0.887748,EH802597,IKZ10,115.75,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.297
Name: 2009-10-22 00:00:00, dtype: float64"
11/9/2010,0.887748,EH802597,IKZ10,115.69,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    100.905
Name: 2009-10-23 00:00:00, dtype: float64"
11/10/2010,0.887748,EH802597,IKZ10,115.28,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    100.979
Name: 2009-10-26 00:00:00, dtype: float64"
11/11/2010,0.887748,EH802597,IKZ10,114.18,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.683
Name: 2009-10-27 00:00:00, dtype: float64"
11/12/2010,0.887748,EH802597,IKZ10,114.75,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.797
Name: 2009-10-28 00:00:00, dtype: float64"
11/15/2010,0.887748,EH802597,IKZ10,114.93,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.259
Name: 2009-10-29 00:00:00, dtype: float64"
11/16/2010,0.887748,EH802597,IKZ10,114.3,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.865
Name: 2009-10-30 00:00:00, dtype: float64"
11/17/2010,0.887748,EH802597,IKZ10,114.38,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.958
Name: 2009-11-02 00:00:00, dtype: float64"
11/18/2010,0.887748,EH802597,IKZ10,113.75,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.787
Name: 2009-11-03 00:00:00, dtype: float64"
11/19/2010,0.887748,EH802597,IKZ10,114.32,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.552
Name: 2009-11-04 00:00:00, dtype: float64"
11/22/2010,0.887748,EH802597,IKZ10,114.62,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.459
Name: 2009-11-05 00:00:00, dtype: float64"
11/23/2010,0.887748,EH802597,IKZ10,114.21,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.379
Name: 2009-11-06 00:00:00, dtype: float64"
11/24/2010,0.887748,EH802597,IKZ10,113.6,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.76
Name: 2009-11-09 00:00:00, dtype: float64"
11/25/2010,0.887748,EH802597,IKZ10,113.15,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.126
Name: 2009-11-10 00:00:00, dtype: float64"
11/26/2010,0.887748,EH802597,IKZ10,112.93,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.167
Name: 2009-11-11 00:00:00, dtype: float64"
11/29/2010,0.887748,EH802597,IKZ10,111.32,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.04
Name: 2009-11-12 00:00:00, dtype: float64"
11/30/2010,0.887748,EH802597,IKZ10,111.05,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.661
Name: 2009-11-13 00:00:00, dtype: float64"
12/1/2010,0.887748,EH802597,IKZ10,112.3,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.892
Name: 2009-11-16 00:00:00, dtype: float64"
12/2/2010,0.887748,EH802597,IKZ10,113.17,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.278
Name: 2009-11-17 00:00:00, dtype: float64"
12/3/2010,0.887748,EH802597,IKZ10,113.13,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    102.134
Name: 2009-11-18 00:00:00, dtype: float64"
12/6/2010,0.887748,EH802597,IKZ10,112.84,EH802597 Govt,IKZ10 Comdty,2,9/1/2019,ACT/ACT,5/4/2009,3/1/2009,4.25,10-Dec,"join_id_bonds
EH986306 Govt    101.969
Name: 2009-11-19 00:00:00, dtype: float64"
9/23/2009,0.8736,EH986306,IKZ09,114.4,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.965
Name: 2009-11-20 00:00:00, dtype: float64"
9/24/2009,0.8736,EH986306,IKZ09,114.98,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.953
Name: 2009-11-23 00:00:00, dtype: float64"
9/25/2009,0.8736,EH986306,IKZ09,115.32,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.076
Name: 2009-11-24 00:00:00, dtype: float64"
9/28/2009,0.8736,EH986306,IKZ09,115.29,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.968
Name: 2009-11-25 00:00:00, dtype: float64"
9/29/2009,0.8736,EH986306,IKZ09,115.34,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.018
Name: 2009-11-26 00:00:00, dtype: float64"
9/30/2009,0.8736,EH986306,IKZ09,115.3,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.144
Name: 2009-11-27 00:00:00, dtype: float64"
10/1/2009,0.8736,EH986306,IKZ09,115.25,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.326
Name: 2009-11-30 00:00:00, dtype: float64"
10/2/2009,0.8736,EH986306,IKZ09,115.74,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.573
Name: 2009-12-01 00:00:00, dtype: float64"
10/5/2009,0.8736,EH986306,IKZ09,116,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.617
Name: 2009-12-02 00:00:00, dtype: float64"
10/6/2009,0.8736,EH986306,IKZ09,115.91,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.558
Name: 2009-12-03 00:00:00, dtype: float64"
10/7/2009,0.8736,EH986306,IKZ09,116.3,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.47
Name: 2009-12-04 00:00:00, dtype: float64"
10/8/2009,0.8736,EH986306,IKZ09,116.46,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.357
Name: 2009-12-09 00:00:00, dtype: float64"
10/9/2009,0.8736,EH986306,IKZ09,115.89,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.194
Name: 2009-12-10 00:00:00, dtype: float64"
10/12/2009,0.8736,EH986306,IKZ09,115.98,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.225
Name: 2009-12-11 00:00:00, dtype: float64"
10/13/2009,0.8736,EH986306,IKZ09,115.86,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.389
Name: 2009-12-14 00:00:00, dtype: float64"
10/14/2009,0.8736,EH986306,IKZ09,115.45,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.17
Name: 2009-12-15 00:00:00, dtype: float64"
10/15/2009,0.8736,EH986306,IKZ09,114.88,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.48
Name: 2009-12-16 00:00:00, dtype: float64"
10/16/2009,0.8736,EH986306,IKZ09,115.03,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.728
Name: 2009-12-17 00:00:00, dtype: float64"
10/19/2009,0.8736,EH986306,IKZ09,115.15,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.645
Name: 2009-12-18 00:00:00, dtype: float64"
10/20/2009,0.8736,EH986306,IKZ09,115.72,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.141
Name: 2009-12-21 00:00:00, dtype: float64"
10/21/2009,0.8736,EH986306,IKZ09,115.2,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.229
Name: 2009-12-22 00:00:00, dtype: float64"
10/22/2009,0.8736,EH986306,IKZ09,115.28,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.085
Name: 2009-12-23 00:00:00, dtype: float64"
10/23/2009,0.8736,EH986306,IKZ09,114.94,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.92
Name: 2009-12-28 00:00:00, dtype: float64"
10/26/2009,0.8736,EH986306,IKZ09,115.04,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.603
Name: 2009-12-29 00:00:00, dtype: float64"
10/27/2009,0.8736,EH986306,IKZ09,115.81,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.293
Name: 2009-12-30 00:00:00, dtype: float64"
10/28/2009,0.8736,EH986306,IKZ09,115.95,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.56
Name: 2010-01-04 00:00:00, dtype: float64"
10/29/2009,0.8736,EH986306,IKZ09,115.46,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.622
Name: 2010-01-05 00:00:00, dtype: float64"
10/30/2009,0.8736,EH986306,IKZ09,116.09,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.464
Name: 2010-01-06 00:00:00, dtype: float64"
11/2/2009,0.8736,EH986306,IKZ09,116.23,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.672
Name: 2010-01-07 00:00:00, dtype: float64"
11/3/2009,0.8736,EH986306,IKZ09,116.07,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.804
Name: 2010-01-08 00:00:00, dtype: float64"
11/4/2009,0.8736,EH986306,IKZ09,115.82,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.978
Name: 2010-01-11 00:00:00, dtype: float64"
11/5/2009,0.8736,EH986306,IKZ09,115.74,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.988
Name: 2010-01-12 00:00:00, dtype: float64"
11/6/2009,0.8736,EH986306,IKZ09,115.7,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.712
Name: 2010-01-13 00:00:00, dtype: float64"
11/9/2009,0.8736,EH986306,IKZ09,116.14,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.591
Name: 2010-01-14 00:00:00, dtype: float64"
11/10/2009,0.8736,EH986306,IKZ09,116.64,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.84
Name: 2010-01-15 00:00:00, dtype: float64"
11/11/2009,0.8736,EH986306,IKZ09,116.63,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.945
Name: 2010-01-18 00:00:00, dtype: float64"
11/12/2009,0.8736,EH986306,IKZ09,116.52,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.921
Name: 2010-01-19 00:00:00, dtype: float64"
11/13/2009,0.8736,EH986306,IKZ09,116.1,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.823
Name: 2010-01-20 00:00:00, dtype: float64"
11/16/2009,0.8736,EH986306,IKZ09,116.36,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.824
Name: 2010-01-21 00:00:00, dtype: float64"
11/17/2009,0.8736,EH986306,IKZ09,116.77,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.802
Name: 2010-01-22 00:00:00, dtype: float64"
11/18/2009,0.8736,EH986306,IKZ09,116.62,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.057
Name: 2010-01-25 00:00:00, dtype: float64"
11/19/2009,0.8736,EH986306,IKZ09,116.51,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.237
Name: 2010-01-26 00:00:00, dtype: float64"
11/20/2009,0.8736,EH986306,IKZ09,116.48,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.735
Name: 2010-01-27 00:00:00, dtype: float64"
11/23/2009,0.8736,EH986306,IKZ09,116.53,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.222
Name: 2010-01-28 00:00:00, dtype: float64"
11/24/2009,0.8736,EH986306,IKZ09,116.69,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.497
Name: 2010-01-29 00:00:00, dtype: float64"
11/25/2009,0.8736,EH986306,IKZ09,116.6,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.034
Name: 2010-02-01 00:00:00, dtype: float64"
11/26/2009,0.8736,EH986306,IKZ09,116.7,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.978
Name: 2010-02-02 00:00:00, dtype: float64"
11/27/2009,0.8736,EH986306,IKZ09,116.8,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.79
Name: 2010-02-03 00:00:00, dtype: float64"
11/30/2009,0.8736,EH986306,IKZ09,117.06,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.913
Name: 2010-02-04 00:00:00, dtype: float64"
12/1/2009,0.8736,EH986306,IKZ09,117.38,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.909
Name: 2010-02-05 00:00:00, dtype: float64"
12/2/2009,0.8736,EH986306,IKZ09,117.5,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    101.66
Name: 2010-02-08 00:00:00, dtype: float64"
12/3/2009,0.8736,EH986306,IKZ09,117.43,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102
Name: 2010-02-09 00:00:00, dtype: float64"
12/4/2009,0.8736,EH986306,IKZ09,117.28,EH986306 Govt,IKZ09 Comdty,2,3/1/2020,ACT/ACT,10/1/2009,9/1/2009,4.25,9-Dec,"join_id_bonds
EH986306 Govt    102.249
Name: 2010-02-10 00:00:00, dtype: float64"
